,work_id,Fullname,Order,work_year,DOI
32,caadria1996_88f4,Hujun Bao,2,1996,https://doi.org/10.52842/conf.caadria.1996.053
33,caadria1996_88f4,Qunsheng Peng,3,1996,https://doi.org/10.52842/conf.caadria.1996.053
34,caadria1996_89ca,Renato Garcia,1,1996,https://doi.org/10.52842/conf.caadria.1996.109
35,caadria1996_8a8f,June-Hao Hou,1,1996,https://doi.org/10.52842/conf.caadria.1996.299
36,caadria1996_8b8d,Bob Martens,1,1996,https://doi.org/10.52842/conf.caadria.1996.227
37,caadria1996_8b8d,Andreas Voigt,2,1996,https://doi.org/10.52842/conf.caadria.1996.227
38,caadria1996_8b8d,Helena Linzer,3,1996,https://doi.org/10.52842/conf.caadria.1996.227
39,caadria1996_8c8d,Andrew I-Kang Li,1,1996,https://doi.org/10.52842/conf.caadria.1996.119
40,caadria1996_8c8d,Jin-Yeu Tsou,2,1996,https://doi.org/10.52842/conf.caadria.1996.119
41,caadria1996_ab45,Jingwen Gu,1,1996,https://doi.org/10.52842/conf.caadria.1996.021
42,caadria1996_acd7,Shing Yueh,1,1996,https://doi.org/10.52842/conf.caadria.1996.217
43,caadria1996_af76,Waycal C.H. Wong,1,1996,https://doi.org/10.52842/conf.caadria.1996.131
44,caadria1996_af76,Barry F. Will,2,1996,https://doi.org/10.52842/conf.caadria.1996.131
45,caadria1996_c20d,Zhao Ji Wie,1,1996,https://doi.org/10.52842/conf.caadria.1996.075
46,caadria1996_c2ab,Mao-Lin Chiu,1,1996,https://doi.org/10.52842/conf.caadria.1996.287
47,caadria1996_c71c,Jian Cheng Li,1,1996,https://doi.org/10.52842/conf.caadria.1996.143
48,caadria1996_ca47,Shu Wan Lee,1,1996,https://doi.org/10.52842/conf.caadria.1996.223
49,caadria1996_e2c4,Claude Comair,1,1996,https://doi.org/10.52842/conf.caadria.1996.269
50,caadria1996_e2c4,Atsuko Kaga,2,1996,https://doi.org/10.52842/conf.caadria.1996.269
51,caadria1996_e2c4,Tsuyoshi Sasada,3,1996,https://doi.org/10.52842/conf.caadria.1996.269
52,caadria1996_e7e0,Shun Watanabe,1,1996,https://doi.org/10.52842/conf.caadria.1996.001
53,caadria1997_01e7,Thomas Kvan,1,1997,https://doi.org/10.52842/conf.caadria.1997.163
54,caadria1997_02c5,Feng Tyan Lin,1,1997,https://doi.org/10.52842/conf.caadria.1997.153
55,caadria1997_02c5,Hung Hsiang Wang,2,1997,https://doi.org/10.52842/conf.caadria.1997.153
56,caadria1997_0358,Sung?�ho Woo,1,1997,https://doi.org/10.52842/conf.caadria.1997.133
57,caadria1997_0358,Eunjoo Lee,2,1997,https://doi.org/10.52842/conf.caadria.1997.133
58,caadria1997_0358,Tsuyoshi Sasada,3,1997,https://doi.org/10.52842/conf.caadria.1997.133
59,caadria1997_0358,Inhan Kim,4,1997,https://doi.org/10.52842/conf.caadria.1997.133
60,caadria1997_041e,Theodore W. Hall,1,1997,https://doi.org/10.52842/conf.caadria.1997.073
61,caadria1997_058d,Chris Yeung,1,1997,https://doi.org/10.52842/conf.caadria.1997.407
62,caadria1997_058d,John Bradford,2,1997,https://doi.org/10.52842/conf.caadria.1997.407
63,caadria1997_058d,Eric So,3,1997,https://doi.org/10.52842/conf.caadria.1997.407
64,caadria1997_058d,Guyver Cheng,4,1997,https://doi.org/10.52842/conf.caadria.1997.407
65,caadria1997_0627,Jan Dijkstra,1,1997,https://doi.org/10.52842/conf.caadria.1997.061
66,caadria1997_0627,Harry J.P. Timmermans,2,1997,https://doi.org/10.52842/conf.caadria.1997.061
67,caadria1997_0ec6,Naai Jung Shih,1,1997,https://doi.org/10.52842/conf.caadria.1997.397
68,caadria1997_2064,Yuji Murakami,1,1997,https://doi.org/10.52842/conf.caadria.1997.179
69,caadria1997_2064,Mitsuo Morozumi,2,1997,https://doi.org/10.52842/conf.caadria.1997.179
70,caadria1997_2064,Katsuhiro Iino,3,1997,https://doi.org/10.52842/conf.caadria.1997.179
71,caadria1997_2064,Riken Homma,4,1997,https://doi.org/10.52842/conf.caadria.1997.179
72,caadria1997_2064,Kazuhisa Iki,5,1997,https://doi.org/10.52842/conf.caadria.1997.179
73,caadria1997_2423,Mitsuo Morozumi,1,1997,https://doi.org/10.52842/conf.caadria.1997.143
74,caadria1997_2423,Masayuki Takahasi,2,1997,https://doi.org/10.52842/conf.caadria.1997.143
75,caadria1997_2423,Ryusuke Naka,3,1997,https://doi.org/10.52842/conf.caadria.1997.143
76,caadria1997_2423,Norihiro Kawasumi,4,1997,https://doi.org/10.52842/conf.caadria.1997.143
77,caadria1997_2423,Riken Homma,5,1997,https://doi.org/10.52842/conf.caadria.1997.143
78,caadria1997_2423,William J. Mitchell,6,1997,https://doi.org/10.52842/conf.caadria.1997.143
79,caadria1997_2423,Shigeyuki Yamaguchi,7,1997,https://doi.org/10.52842/conf.caadria.1997.143
80,caadria1997_2423,Kazuhisa Iki,8,1997,https://doi.org/10.52842/conf.caadria.1997.143
81,caadria1997_2470,Feng Tyen Lin,1,1997,https://doi.org/10.52842/conf.caadria.1997.389
82,caadria1997_2470,Hong Sheng Cheng,2,1997,https://doi.org/10.52842/conf.caadria.1997.389
83,caadria1997_24f4,Atsuko Kaga,1,1997,https://doi.org/10.52842/conf.caadria.1997.187
84,caadria1997_24f4,Claude Comair,2,1997,https://doi.org/10.52842/conf.caadria.1997.187
85,caadria1997_24f4,Tsuyoshi Sasada,3,1997,https://doi.org/10.52842/conf.caadria.1997.187
86,caadria1997_2698,Sheng-Fen Chien,1,1997,https://doi.org/10.52842/conf.caadria.1997.355
87,caadria1997_2698,Ulrich Flemming,2,1997,https://doi.org/10.52842/conf.caadria.1997.355
88,caadria1997_2b38,John Bradford,1,1997,https://doi.org/10.52842/conf.caadria.1997.197
89,caadria1997_2b38,Richard Wong,2,1997,https://doi.org/10.52842/conf.caadria.1997.197
90,caadria1997_2b38,C.S.K. Yeung,3,1997,https://doi.org/10.52842/conf.caadria.1997.197
91,caadria1997_41be,Kiichiro Komatsu,1,1997,https://doi.org/10.52842/conf.caadria.1997.267
92,caadria1997_41be,Nobutaka Kanda,2,1997,https://doi.org/10.52842/conf.caadria.1997.267
93,caadria1997_4278,John Hamilton Frazer,1,1997,https://doi.org/10.52842/conf.caadria.1997.345
94,caadria1997_460e,Mark E. Dannettel,1,1997,https://doi.org/10.52842/conf.caadria.1997.415
95,caadria1997_4925,J. Poon,1,1997,https://doi.org/10.52842/conf.caadria.1997.439
96,caadria1997_4925,Mary Lou Maher,2,1997,https://doi.org/10.52842/conf.caadria.1997.439
97,caadria1997_498a,Ardeshir Mahdavi,1,1997,https://doi.org/10.52842/conf.caadria.1997.107
98,caadria1997_4a30,Mao-Lin Chiu,1,1997,https://doi.org/10.52842/conf.caadria.1997.205
99,caadria1997_4b42,Mark Burry,1,1997,https://doi.org/10.52842/conf.caadria.1997.491
100,caadria1997_4b7c,Peter Schumacher,1,1997,https://doi.org/10.52842/conf.caadria.1997.277
101,caadria1997_4b7c,Antony Radford,2,1997,https://doi.org/10.52842/conf.caadria.1997.277
102,caadria1997_4d75,Robert F. Woodbury,1,1997,https://doi.org/10.52842/conf.caadria.1997.465
103,caadria1997_4d75,Teng-Wen Chang,2,1997,https://doi.org/10.52842/conf.caadria.1997.465
104,caadria1997_4e85,Sambit Datta,1,1997,https://doi.org/10.52842/conf.caadria.1997.367
105,caadria1997_4e85,Teng-Wen Chang,2,1997,https://doi.org/10.52842/conf.caadria.1997.367
106,caadria1997_4e85,Robert F. Woodbury,3,1997,https://doi.org/10.52842/conf.caadria.1997.367
107,caadria1997_618f,Riken Homma,1,1997,https://doi.org/10.52842/conf.caadria.1997.229
108,caadria1997_618f,M. Matsumoto,2,1997,https://doi.org/10.52842/conf.caadria.1997.229
109,caadria1997_618f,Mitsuo Morozumi,3,1997,https://doi.org/10.52842/conf.caadria.1997.229
110,caadria1997_618f,Kazuhisa Iki,4,1997,https://doi.org/10.52842/conf.caadria.1997.229
111,caadria1997_6594,Samir S. Emdanat,1,1997,https://doi.org/10.52842/conf.caadria.1997.313
112,caadria1997_6594,Emmanuel-George Vakalo,2,1997,https://doi.org/10.52842/conf.caadria.1997.313
113,caadria1997_6731,John S. Gero,1,1997,https://doi.org/10.52842/conf.caadria.1997.323
114,caadria1997_6731,Soo-Hoon Park,2,1997,https://doi.org/10.52842/conf.caadria.1997.323
115,caadria1997_673a,Tomohiro Fukuda,1,1997,https://doi.org/10.52842/conf.caadria.1997.429
116,caadria1997_673a,Ryuichiro Nagahama,2,1997,https://doi.org/10.52842/conf.caadria.1997.429
117,caadria1997_673a,Tsuyoshi Sasada,3,1997,https://doi.org/10.52842/conf.caadria.1997.429
118,caadria1997_85db,Siu Pan Thomas Li,1,1997,https://doi.org/10.52842/conf.caadria.1997.247
119,caadria1997_85db,Barry F. Will,2,1997,https://doi.org/10.52842/conf.caadria.1997.247
120,caadria1997_873a,Edward Ng,1,1997,https://doi.org/10.52842/conf.caadria.1997.449
121,caadria1997_8b25,Ellen Yi-Luen Do,1,1997,https://doi.org/10.52842/conf.caadria.1997.217
122,caadria1997_8b25,Mark D. Gross,2,1997,https://doi.org/10.52842/conf.caadria.1997.217
123,caadria1997_a92b,Branko Kolarevic,1,1997,https://doi.org/10.52842/conf.caadria.1997.029
124,caadria1997_a9f5,Mary Lou Maher,1,1997,https://doi.org/10.52842/conf.caadria.1997.005
125,caadria1997_a9ff,Shang-Chia Chiou,1,1997,https://doi.org/10.52842/conf.caadria.1997.297
126,caadria1997_a9ff,Ramesh Krishnamurti,2,1997,https://doi.org/10.52842/conf.caadria.1997.297
127,caadria1997_ab09,Ra?�ed Qaqish,1,1997,https://doi.org/10.52842/conf.caadria.1997.475
128,caadria1997_ab09,Raid Hanna,2,1997,https://doi.org/10.52842/conf.caadria.1997.475
129,caadria1997_abf6,Ming Hung Wang,1,1997,https://doi.org/10.52842/conf.caadria.1997.015
130,caadria1997_abf6,Jung Hua Chu,2,1997,https://doi.org/10.52842/conf.caadria.1997.015
131,caadria1997_c0ac,P.W. Wormald,1,1997,https://doi.org/10.52842/conf.caadria.1997.257
132,caadria1997_c5a0,John Bradford,1,1997,https://doi.org/10.52842/conf.caadria.1997.051
133,caadria1997_c5a0,W.S. Wong,2,1997,https://doi.org/10.52842/conf.caadria.1997.051
134,caadria1997_c5a0,A.H.F. Tang,3,1997,https://doi.org/10.52842/conf.caadria.1997.051
135,caadria1997_c5a0,C.S.K. Yeung,4,1997,https://doi.org/10.52842/conf.caadria.1997.051
136,caadria1997_c6ea,Benny Chow,1,1997,https://doi.org/10.52842/conf.caadria.1997.093
137,caadria1997_ccc0,Gwenda Braithwaite,1,1997,https://doi.org/10.52842/conf.caadria.1997.123
138,caadria1997_ccc0,Antony Radford,2,1997,https://doi.org/10.52842/conf.caadria.1997.123
139,caadria1997_ccc0,Eleanor Huang,3,1997,https://doi.org/10.52842/conf.caadria.1997.123
140,caadria1997_ccc0,Teng-Wen Chang,4,1997,https://doi.org/10.52842/conf.caadria.1997.123
141,caadria1997_ccc0,David Jones,5,1997,https://doi.org/10.52842/conf.caadria.1997.123
142,caadria1997_ccc0,Robert F. Woodbury,6,1997,https://doi.org/10.52842/conf.caadria.1997.123
143,caadria1997_ccc0,Ray Sweeting,7,1997,https://doi.org/10.52842/conf.caadria.1997.123
144,caadria1997_cda8,John S. Gero,1,1997,https://doi.org/10.52842/conf.caadria.1997.377
145,caadria1997_cda8,Myung Yeol Cha,2,1997,https://doi.org/10.52842/conf.caadria.1997.377
146,caadria1997_e405,William J. Mitchell,1,1997,https://doi.org/10.52842/conf.caadria.1997.001
147,caadria1997_e7ff,Ali M. Malkawi,1,1997,https://doi.org/10.52842/conf.caadria.1997.041
148,caadria1997_e7ff,Emmanuel-George Vakalo,2,1997,https://doi.org/10.52842/conf.caadria.1997.041
149,caadria1997_e7ff,Samir S. Emdanat,3,1997,https://doi.org/10.52842/conf.caadria.1997.041
150,caadria1997_e82c,Ardeshir Mahdavi,1,1997,https://doi.org/10.52842/conf.caadria.1997.237
151,caadria1997_e82c,Paul Mathew,2,1997,https://doi.org/10.52842/conf.caadria.1997.237
152,caadria1997_e82c,Nyuk-Hien Wong,3,1997,https://doi.org/10.52842/conf.caadria.1997.237
153,caadria1997_e82f,A Scott Howe,1,1997,https://doi.org/10.52842/conf.caadria.1997.083
154,caadria1997_ed09,Teng-Wen Chang,1,1997,https://doi.org/10.52842/conf.caadria.1997.335
155,caadria1997_ed09,Robert F. Woodbury,2,1997,https://doi.org/10.52842/conf.caadria.1997.335
156,caadria1998_0471,Dean Bruton,1,1998,https://doi.org/10.52842/conf.caadria.1998.385
157,caadria1998_203b,Wassim M. Jabi,1,1998,https://doi.org/10.52842/conf.caadria.1998.271
158,caadria1998_215e,Rui-Yuan Bai,1,1998,https://doi.org/10.52842/conf.caadria.1998.067
159,caadria1998_215e,Yu-Tung Liu,2,1998,https://doi.org/10.52842/conf.caadria.1998.067
160,caadria1998_2539,Herman Neuckermans,1,1998,https://doi.org/10.52842/conf.caadria.1998.309
161,caadria1998_2539,T. De Ridder,2,1998,https://doi.org/10.52842/conf.caadria.1998.309
162,caadria1998_2539,B. Geebelen,3,1998,https://doi.org/10.52842/conf.caadria.1998.309
163,caadria1998_280e,Taeyeol Park,1,1998,https://doi.org/10.52842/conf.caadria.1998.047
164,caadria1998_280e,Valerian Miranda,2,1998,https://doi.org/10.52842/conf.caadria.1998.047
165,caadria1998_2d0a,Urs Hirschberg,1,1998,https://doi.org/10.52842/conf.caadria.1998.281
166,caadria1998_40f8,Eunjoo Lee,1,1998,https://doi.org/10.52842/conf.caadria.1998.327
167,caadria1998_40f8,Sung?�ho Woo,2,1998,https://doi.org/10.52842/conf.caadria.1998.327
168,caadria1998_40f8,Yasuhiko Shiosaka,3,1998,https://doi.org/10.52842/conf.caadria.1998.327
169,caadria1998_40f8,Tsuyoshi Sasada,4,1998,https://doi.org/10.52842/conf.caadria.1998.327
170,caadria1998_4233,Alan K. Day,1,1998,https://doi.org/10.52842/conf.caadria.1998.183
171,caadria1998_4233,Antony Radford,2,1998,https://doi.org/10.52842/conf.caadria.1998.183
172,caadria1998_43e5,Chun-Heng Ho,1,1998,https://doi.org/10.52842/conf.caadria.1998.415
173,caadria1998_489a,Kevin Matthews,1,1998,https://doi.org/10.52842/conf.caadria.1998.123
174,caadria1998_489a,Stephen Duff,2,1998,https://doi.org/10.52842/conf.caadria.1998.123
175,caadria1998_489a,Donald Corner,3,1998,https://doi.org/10.52842/conf.caadria.1998.123
176,caadria1998_4d85,Yuichi Shimokawa,1,1998,https://doi.org/10.52842/conf.caadria.1998.365
177,caadria1998_4d85,Mitsuo Morozumi,2,1998,https://doi.org/10.52842/conf.caadria.1998.365
178,caadria1998_4d85,Kazuhisa Iki,3,1998,https://doi.org/10.52842/conf.caadria.1998.365
179,caadria1998_4d85,Riken Homma,4,1998,https://doi.org/10.52842/conf.caadria.1998.365
180,caadria1998_4f8e,Chris Yeung,1,1998,https://doi.org/10.52842/conf.caadria.1998.077
181,caadria1998_4f8e,Carmen Kan,2,1998,https://doi.org/10.52842/conf.caadria.1998.077
182,caadria1998_4f8e,John Bradford,3,1998,https://doi.org/10.52842/conf.caadria.1998.077
183,caadria1998_4f8e,Richard Wong,4,1998,https://doi.org/10.52842/conf.caadria.1998.077
184,caadria1998_602d,Rivka Oxman,1,1998,https://doi.org/10.52842/conf.caadria.1998.337
185,caadria1998_602d,Oren Shaphir,2,1998,https://doi.org/10.52842/conf.caadria.1998.337
186,caadria1998_602d,Michal Yukla,3,1998,https://doi.org/10.52842/conf.caadria.1998.337
187,caadria1998_64c9,Mark E. Dannettel,1,1998,https://doi.org/10.52842/conf.caadria.1998.031
188,caadria1998_64c9,Vito Bertin,2,1998,https://doi.org/10.52842/conf.caadria.1998.031
189,caadria1998_660f,Sung?�ho Woo,1,1998,https://doi.org/10.52842/conf.caadria.1998.291
190,caadria1998_660f,Tsuyoshi Sasada,2,1998,https://doi.org/10.52842/conf.caadria.1998.291
191,caadria1998_6c98,Jin-Yeu Tsou,1,1998,https://doi.org/10.52842/conf.caadria.1998.133
192,caadria1998_6cfc,Johnson Brian R.,1,1998,https://doi.org/10.52842/conf.caadria.1998.223
193,caadria1998_6cfc,Marietta S. Millet,2,1998,https://doi.org/10.52842/conf.caadria.1998.223
194,caadria1998_6db8,Kazuhisa Iki,1,1998,https://doi.org/10.52842/conf.caadria.1998.253
195,caadria1998_6db8,Sadayuki Shimoda,2,1998,https://doi.org/10.52842/conf.caadria.1998.253
196,caadria1998_6db8,T. Miyazaki,3,1998,https://doi.org/10.52842/conf.caadria.1998.253
197,caadria1998_6db8,Riken Homma,4,1998,https://doi.org/10.52842/conf.caadria.1998.253
198,caadria1998_6df0,Kiichiro Komatsu,1,1998,https://doi.org/10.52842/conf.caadria.1998.203
199,caadria1998_6df0,Shun Watanabe,2,1998,https://doi.org/10.52842/conf.caadria.1998.203
200,caadria1998_6fdf,Samir S. Emdanat,1,1998,https://doi.org/10.52842/conf.caadria.1998.425
201,caadria1998_6fdf,Emmanuel-George Vakalo,2,1998,https://doi.org/10.52842/conf.caadria.1998.425
202,caadria1998_82dd,Cheng-Jui Wang,1,1998,https://doi.org/10.52842/conf.caadria.1998.347
203,caadria1998_873d,Mao-Lin Chiu,1,1998,https://doi.org/10.52842/conf.caadria.1998.113
204,caadria1998_873d,Ju-Hung Lan,2,1998,https://doi.org/10.52842/conf.caadria.1998.113
205,caadria1998_88c3,Nabeel A. Koshak,1,1998,https://doi.org/10.52842/conf.caadria.1998.103
206,caadria1998_88c3,Mark D. Gross,2,1998,https://doi.org/10.52842/conf.caadria.1998.103
207,caadria1998_8a40,Branko Kolarevic,1,1998,https://doi.org/10.52842/conf.caadria.1998.039
208,caadria1998_8dae,Riken Homma,1,1998,https://doi.org/10.52842/conf.caadria.1998.213
209,caadria1998_8dae,Mitsuo Morozumi,2,1998,https://doi.org/10.52842/conf.caadria.1998.213
210,caadria1998_8dae,Kazuhisa Iki,3,1998,https://doi.org/10.52842/conf.caadria.1998.213
211,caadria1998_8f60,Tomohiro Fukuda,1,1998,https://doi.org/10.52842/conf.caadria.1998.299
212,caadria1998_8f60,Nagahama R.,2,1998,https://doi.org/10.52842/conf.caadria.1998.299
213,caadria1998_8f60,Tsuyoshi Sasada,3,1998,https://doi.org/10.52842/conf.caadria.1998.299
214,caadria1998_a037,Z. Aygen,1,1998,https://doi.org/10.52842/conf.caadria.1998.435
215,caadria1998_a037,U. Flemming,2,1998,https://doi.org/10.52842/conf.caadria.1998.435
216,caadria1998_a06a,Jingwen Gu,1,1998,https://doi.org/10.52842/conf.caadria.1998.243
217,caadria1998_a06a,Guanghui Xie,2,1998,https://doi.org/10.52842/conf.caadria.1998.243
218,caadria1998_a635,Gerhard Schmitt,1,1998,https://doi.org/10.52842/conf.caadria.1998.011
219,caadria1998_a787,Atsuko Kaga,1,1998,https://doi.org/10.52842/conf.caadria.1998.193
220,caadria1998_a787,Yoshiki Shimazu,2,1998,https://doi.org/10.52842/conf.caadria.1998.193
221,caadria1998_a787,Tomotaka Yamauchi,3,1998,https://doi.org/10.52842/conf.caadria.1998.193
222,caadria1998_a787,Hironobu Ishihara,4,1998,https://doi.org/10.52842/conf.caadria.1998.193
223,caadria1998_a787,Tsuyoshi Sasada,5,1998,https://doi.org/10.52842/conf.caadria.1998.193
224,caadria1998_a8dc,Barry F. Will,1,1998,https://doi.org/10.52842/conf.caadria.1998.153
225,caadria1998_a8dc,Siu-Pan Li,2,1998,https://doi.org/10.52842/conf.caadria.1998.153
226,caadria1998_a8dc,Sang-Kwai LEUNG,3,1998,https://doi.org/10.52842/conf.caadria.1998.153
227,caadria1998_a8dc,Yuk-Fung Lee,4,1998,https://doi.org/10.52842/conf.caadria.1998.153
228,caadria1998_aa52,Mao-Lin Chiu,1,1998,https://doi.org/10.52842/conf.caadria.1998.261
229,caadria1998_aac0,Renato Garcia,1,1998,https://doi.org/10.52842/conf.caadria.1998.163
230,caadria1998_ab2e,Nancy Yen-Wen Cheng,1,1998,https://doi.org/10.52842/conf.caadria.1998.083
231,caadria1998_abed,John Hamilton Frazer,1,1998,https://doi.org/10.52842/conf.caadria.1998.473
232,caadria1998_abed,Ming-Xi Tang,2,1998,https://doi.org/10.52842/conf.caadria.1998.473
233,caadria1998_acdf,Jan Dijkstra,1,1998,https://doi.org/10.52842/conf.caadria.1998.057
234,caadria1998_acdf,Harry J.P. Timmermans,2,1998,https://doi.org/10.52842/conf.caadria.1998.057
235,caadria1998_acdf,Walther Roelen,3,1998,https://doi.org/10.52842/conf.caadria.1998.057
236,caadria1998_aeb8,Shen-Guan Shih,1,1998,https://doi.org/10.52842/conf.caadria.1998.465
237,caadria1998_aeb8,Tsung-Pao Hu,2,1998,https://doi.org/10.52842/conf.caadria.1998.465
238,caadria1998_c304,T. Barber,1,1998,https://doi.org/10.52842/conf.caadria.1998.021
239,caadria1998_c304,Raid Hanna,2,1998,https://doi.org/10.52842/conf.caadria.1998.021
240,caadria1998_c5bc,Mina Popova,1,1998,https://doi.org/10.52842/conf.caadria.1998.233
241,caadria1998_c837,Jia-Her Lee,1,1998,https://doi.org/10.52842/conf.caadria.1998.455
242,caadria1998_c9b5,Lihua Wang,1,1998,https://doi.org/10.52842/conf.caadria.1998.173
243,caadria1998_c9b5,Ichiro Umeki,2,1998,https://doi.org/10.52842/conf.caadria.1998.173
244,caadria1998_c9b5,Tsuyoshi Sasada,3,1998,https://doi.org/10.52842/conf.caadria.1998.173
245,caadria1998_cd26,Ganapathy Mahalingam,1,1998,https://doi.org/10.52842/conf.caadria.1998.143
246,caadria1998_cf9d,Chris Yeung,1,1998,https://doi.org/10.52842/conf.caadria.1998.093
247,caadria1998_cf9d,Lesley Cheung,2,1998,https://doi.org/10.52842/conf.caadria.1998.093
248,caadria1998_cf9d,Jerome Yen,3,1998,https://doi.org/10.52842/conf.caadria.1998.093
249,caadria1998_cf9d,Charles Cheng,4,1998,https://doi.org/10.52842/conf.caadria.1998.093
250,caadria1998_cfad,David Kurmann,1,1998,https://doi.org/10.52842/conf.caadria.1998.317
251,caadria1998_e122,Soo-Hoon Park,1,1998,https://doi.org/10.52842/conf.caadria.1998.405
252,caadria1998_e122,John S. Gero,2,1998,https://doi.org/10.52842/conf.caadria.1998.405
253,caadria1998_e17e,Yu-Tung Liu,1,1998,https://doi.org/10.52842/conf.caadria.1998.395
254,caadria1998_e380,Thomas W. Maver,1,1998,https://doi.org/10.52842/conf.caadria.1998.001
255,caadria1998_e89e,Norihiro Kawasumi,1,1998,https://doi.org/10.52842/conf.caadria.1998.355
256,caadria1998_e89e,Shigeyuki Yamaguchi,2,1998,https://doi.org/10.52842/conf.caadria.1998.355
257,caadria1998_eb16,Rabee M. Reffat,1,1998,https://doi.org/10.52842/conf.caadria.1998.375
258,caadria1998_eb16,John S. Gero,2,1998,https://doi.org/10.52842/conf.caadria.1998.375
259,caadria1998_ee24,Sheng-Fen Chien,1,1998,https://doi.org/10.52842/conf.caadria.1998.445
260,caadria1998_ee24,Magd Donia,2,1998,https://doi.org/10.52842/conf.caadria.1998.445
261,caadria1998_ee24,James D. Snyder,3,1998,https://doi.org/10.52842/conf.caadria.1998.445
262,caadria1998_ee24,Wen-Jaw Tsai,4,1998,https://doi.org/10.52842/conf.caadria.1998.445
263,caadria1999_02dc,Edward Ng,1,1999,https://doi.org/10.52842/conf.caadria.1999.429
264,caadria1999_02dc,Lam-Khee Poh,2,1999,https://doi.org/10.52842/conf.caadria.1999.429
265,caadria1999_02dc,Wu Wei,3,1999,https://doi.org/10.52842/conf.caadria.1999.429
266,caadria1999_02dc,Takehiko Nagakura,4,1999,https://doi.org/10.52842/conf.caadria.1999.429
267,caadria1999_093a,Ding Wowo,1,1999,https://doi.org/10.52842/conf.caadria.1999.355
268,caadria1999_093a,Zhang Lei,2,1999,https://doi.org/10.52842/conf.caadria.1999.355
269,caadria1999_0b84,Andrés Gómez De Silva Garza,1,1999,https://doi.org/10.52842/conf.caadria.1999.115
270,caadria1999_0b84,Mary Lou Maher,2,1999,https://doi.org/10.52842/conf.caadria.1999.115
271,caadria1999_0e56,John S. Gero,1,1999,https://doi.org/10.52842/conf.caadria.1999.253
272,caadria1999_0e56,Xiao-Guang Shi,2,1999,https://doi.org/10.52842/conf.caadria.1999.253
273,caadria1999_130b,Ying-Hsiu Huang,1,1999,https://doi.org/10.52842/conf.caadria.1999.275
274,caadria1999_1873,Guohua Ji,1,1999,https://doi.org/10.52842/conf.caadria.1999.153
